px,py,pz,alvox,alvoy,alvoz,acao0,acao1,acao2,acao3,acao4,acao5
25,40,0,17,44,45,1,0,0,0,0,0
16,44,14,25,47,32,1,0,0,0,0,0
12,4,0,21,41,17,0,0,1,0,0,0
46,49,37,32,43,38,0,0,0,0,0,1
27,0,46,47,7,0,0,1,0,0,0,0
46,38,10,47,6,38,0,0,0,1,0,0
18,35,14,12,27,48,1,0,0,0,0,0
13,32,14,39,13,7,0,0,0,0,1,0
11,38,5,38,10,1,0,0,0,1,0,0
29,26,45,9,2,1,0,1,0,0,0,0
7,46,18,22,42,26,0,0,0,0,1,0
2,31,3,16,13,49,1,0,0,0,0,0
38,37,15,20,6,44,0,0,0,1,0,0
17,5,24,22,20,12,0,0,1,0,0,0
35,41,34,12,42,11,0,1,0,0,0,0
37,9,21,32,3,28,1,0,0,0,0,0
7,23,26,41,9,1,0,0,0,0,1,0
33,6,4,26,19,41,1,0,0,0,0,0
25,24,6,0,43,15,0,0,0,0,0,1
5,33,36,23,45,36,0,0,0,0,1,0
40,19,3,31,1,20,0,0,0,1,0,0
45,37,34,48,30,29,0,0,0,1,0,0
2,36,21,1,12,32,0,0,0,1,0,0
13,43,27,11,36,10,0,1,0,0,0,0
22,34,47,19,36,45,0,0,0,0,0,1
11,2,30,27,24,12,0,0,1,0,0,0
33,25,37,42,30,31,0,0,0,0,1,0
31,7,10,7,15,32,0,0,0,0,0,1
2,42,47,33,39,20,0,0,0,0,1,0
49,0,15,34,33,3,0,0,1,0,0,0
24,9,18,44,14,34,0,0,0,0,1,0
19,13,17,36,0,45,1,0,0,0,0,0
41,39,30,13,7,44,0,0,0,1,0,0
4,49,27,1,46,13,0,1,0,0,0,0
19,45,25,19,10,18,0,0,0,1,0,0
16,29,33,11,32,31,0,0,0,0,0,1
17,14,26,38,20,20,0,0,0,0,1,0
4,21,47,45,30,32,0,0,0,0,1,0
4,47,39,12,48,31,0,1,0,0,0,0
44,0,40,31,19,12,0,1,0,0,0,0
22,32,15,43,20,40,1,0,0,0,0,0
27,8,21,16,8,34,1,0,0,0,0,0
21,13,17,49,4,42,0,0,0,0,1,0
36,35,21,33,13,18,0,0,0,1,0,0
21,28,11,4,34,37,1,0,0,0,0,0
21,10,4,18,42,46,1,0,0,0,0,0
45,16,37,34,25,49,1,0,0,0,0,0
35,19,25,31,45,34,0,0,1,0,0,0
29,36,18,13,27,2,0,1,0,0,0,0
6,4,9,17,26,24,0,0,1,0,0,0
0,10,49,7,1,2,0,1,0,0,0,0
8,0,33,0,3,40,0,0,0,0,0,1
47,5,14,8,31,1,0,0,0,0,0,1
8,5,7,21,46,28,0,0,1,0,0,0
31,19,27,20,36,3,0,1,0,0,0,0
11,24,18,7,34,2,0,1,0,0,0,0
47,31,4,34,4,41,1,0,0,0,0,0
29,20,33,45,2,32,0,0,0,1,0,0
20,3,21,21,45,39,0,0,1,0,0,0
23,21,19,11,4,46,1,0,0,0,0,0
15,49,17,11,1,42,0,0,0,1,0,0
46,25,2,46,1,23,0,0,0,1,0,0
14,22,39,22,46,32,0,0,1,0,0,0
7,45,39,22,7,8,0,0,0,1,0,0
15,25,43,10,21,26,0,1,0,0,0,0
18,34,16,16,12,37,0,0,0,1,0,0
49,10,43,31,26,6,0,1,0,0,0,0
17,39,32,9,19,14,0,0,0,1,0,0
36,19,2,17,41,21,0,0,1,0,0,0
30,34,49,17,44,27,0,1,0,0,0,0
32,20,28,47,13,44,1,0,0,0,0,0
12,33,36,3,46,41,0,0,1,0,0,0
6,8,19,6,35,34,0,0,1,0,0,0
11,3,11,6,27,7,0,0,1,0,0,0
29,20,44,22,49,37,0,0,1,0,0,0
34,5,1,36,19,25,1,0,0,0,0,0
4,2,5,31,37,22,0,0,1,0,0,0
12,36,47,9,4,44,0,0,0,1,0,0
1,0,6,16,16,37,1,0,0,0,0,0
7,4,17,43,43,25,0,0,1,0,0,0
20,14,1,40,29,24,1,0,0,0,0,0
10,10,18,19,10,43,1,0,0,0,0,0
2,48,0,34,13,1,0,0,0,1,0,0
44,46,1,41,23,6,0,0,0,1,0,0
20,42,5,37,16,30,0,0,0,1,0,0
14,23,35,15,40,43,0,0,1,0,0,0
10,22,35,1,43,21,0,0,1,0,0,0
12,10,41,36,33,16,0,1,0,0,0,0
24,41,30,16,19,42,0,0,0,1,0,0
0,31,15,34,29,26,0,0,0,0,1,0
16,46,49,1,19,15,0,1,0,0,0,0
25,2,47,28,13,13,0,1,0,0,0,0
29,37,24,39,25,9,0,1,0,0,0,0
9,5,23,8,34,45,0,0,1,0,0,0
47,12,14,11,20,20,0,0,0,0,0,1
3,34,25,47,38,42,0,0,0,0,1,0
45,22,47,6,11,19,0,0,0,0,0,1
35,40,32,46,21,18,0,0,0,1,0,0
24,18,21,8,0,6,0,0,0,1,0,0
4,27,11,24,30,40,1,0,0,0,0,0
49,40,37,34,33,21,0,1,0,0,0,0
47,37,8,45,12,27,0,0,0,1,0,0
47,37,5,41,34,13,1,0,0,0,0,0
2,40,10,30,36,23,0,0,0,0,1,0
7,19,38,14,7,46,0,0,0,1,0,0
2,37,38,38,34,1,0,1,0,0,0,0
25,38,1,1,27,8,0,0,0,0,0,1
35,24,34,33,4,20,0,0,0,1,0,0
17,31,11,25,47,1,0,0,1,0,0,0
27,7,43,7,9,14,0,1,0,0,0,0
18,37,44,26,20,48,0,0,0,1,0,0
25,20,46,37,22,7,0,1,0,0,0,0
43,13,45,13,5,25,0,0,0,0,0,1
42,29,15,24,15,25,0,0,0,0,0,1
29,26,9,43,7,4,0,0,0,1,0,0
37,21,42,28,22,49,0,0,0,0,0,1
30,35,6,32,33,3,0,1,0,0,0,0
47,7,31,12,23,35,0,0,0,0,0,1
19,8,28,12,26,38,0,0,1,0,0,0
21,19,29,34,1,26,0,0,0,1,0,0
26,5,48,10,11,31,0,1,0,0,0,0
13,7,42,23,25,14,0,1,0,0,0,0
0,28,49,5,23,2,0,1,0,0,0,0
40,38,39,5,47,31,0,0,0,0,0,1
3,31,47,38,5,42,0,0,0,0,1,0
13,36,21,6,16,14,0,0,0,1,0,0
5,40,18,12,3,9,0,0,0,1,0,0
37,33,43,30,19,37,0,0,0,1,0,0
12,8,43,48,22,46,0,0,0,0,1,0
43,36,13,13,9,1,0,0,0,0,0,1
20,8,2,8,36,21,0,0,1,0,0,0
13,43,27,13,27,27,0,0,0,1,0,0
43,44,48,31,48,5,0,1,0,0,0,0
0,5,41,48,19,26,0,0,0,0,1,0
1,34,7,0,43,19,1,0,0,0,0,0
48,46,45,9,33,17,0,0,0,0,0,1
36,6,3,25,39,22,0,0,1,0,0,0
23,33,33,6,39,37,0,0,0,0,0,1
46,9,0,44,26,26,1,0,0,0,0,0
27,38,33,21,3,19,0,0,0,1,0,0
8,22,15,13,36,42,1,0,0,0,0,0
22,46,10,46,9,20,0,0,0,1,0,0
39,6,19,36,49,11,0,0,1,0,0,0
38,42,4,20,1,21,0,0,0,1,0,0
37,45,27,18,0,22,0,0,0,1,0,0
32,32,1,3,11,20,0,0,0,0,0,1
49,10,8,11,4,19,0,0,0,0,0,1
42,14,17,21,45,35,0,0,1,0,0,0
45,14,4,42,35,33,1,0,0,0,0,0
20,11,4,6,30,29,1,0,0,0,0,0
49,34,31,7,40,11,0,0,0,0,0,1
7,46,15,40,34,23,0,0,0,0,1,0
25,4,14,42,40,32,0,0,1,0,0,0
17,37,19,48,16,7,0,0,0,0,1,0
9,1,48,29,21,23,0,1,0,0,0,0
30,0,11,28,21,17,0,0,1,0,0,0
40,47,2,27,7,37,0,0,0,1,0,0
20,44,3,19,40,20,1,0,0,0,0,0
34,21,31,39,17,27,0,0,0,0,1,0
30,1,2,46,27,27,0,0,1,0,0,0
11,35,43,31,20,8,0,1,0,0,0,0
33,15,41,0,37,19,0,0,0,0,0,1
24,26,24,9,38,47,1,0,0,0,0,0
5,16,5,44,9,41,0,0,0,0,1,0
5,38,24,1,11,16,0,0,0,1,0,0
30,41,30,15,31,39,0,0,0,0,0,1
49,35,15,37,20,14,0,0,0,1,0,0
44,6,30,41,49,29,0,0,1,0,0,0
34,7,19,12,11,38,0,0,0,0,0,1
34,11,34,23,13,17,0,1,0,0,0,0
35,35,9,27,7,11,0,0,0,1,0,0
1,33,23,2,21,49,1,0,0,0,0,0
31,11,39,30,18,22,0,1,0,0,0,0
2,31,19,27,34,31,0,0,0,0,1,0
28,5,44,12,16,29,0,0,0,0,0,1
3,29,42,2,2,13,0,1,0,0,0,0
40,44,2,17,21,44,1,0,0,0,0,0
7,10,23,17,48,49,0,0,1,0,0,0
28,43,17,38,32,18,0,0,0,1,0,0
32,44,6,39,37,5,0,0,0,1,0,0
22,38,26,20,39,7,0,1,0,0,0,0
20,2,24,18,8,3,0,1,0,0,0,0
19,39,43,2,32,35,0,0,0,0,0,1
5,17,47,21,26,49,0,0,0,0,1,0
5,43,35,6,0,10,0,0,0,1,0,0
20,20,42,17,38,35,0,0,1,0,0,0
34,21,40,10,18,31,0,0,0,0,0,1
30,31,11,7,39,45,1,0,0,0,0,0
4,40,37,12,17,31,0,0,0,1,0,0
42,34,11,5,41,44,0,0,0,0,0,1
31,16,9,17,20,43,1,0,0,0,0,0
0,16,4,27,24,34,1,0,0,0,0,0
24,45,48,17,30,11,0,1,0,0,0,0
25,6,16,40,0,14,0,0,0,0,1,0
0,34,33,5,46,47,1,0,0,0,0,0
7,8,44,17,31,6,0,1,0,0,0,0
0,13,18,18,36,47,1,0,0,0,0,0
1,6,34,23,34,17,0,0,1,0,0,0
47,49,35,6,24,43,0,0,0,0,0,1
31,9,48,0,11,33,0,0,0,0,0,1
47,43,47,39,3,23,0,0,0,1,0,0
30,4,1,6,1,34,1,0,0,0,0,0
35,47,17,10,0,30,0,0,0,1,0,0
20,28,5,13,3,9,0,0,0,1,0,0
16,21,8,15,43,25,0,0,1,0,0,0
47,35,17,22,37,6,0,0,0,0,0,1
47,42,10,32,9,30,0,0,0,1,0,0
33,0,13,16,44,9,0,0,1,0,0,0
25,44,17,21,4,43,0,0,0,1,0,0
21,0,44,31,5,45,0,0,0,0,1,0
2,39,18,17,13,42,0,0,0,1,0,0
4,45,28,25,10,23,0,0,0,1,0,0
3,25,13,27,36,48,1,0,0,0,0,0
8,2,13,9,15,35,1,0,0,0,0,0
44,28,27,37,37,25,0,0,1,0,0,0
44,47,25,32,31,22,0,0,0,1,0,0
40,45,36,36,20,35,0,0,0,1,0,0
11,25,24,23,15,6,0,1,0,0,0,0
44,7,6,10,20,28,0,0,0,0,0,1
12,47,27,37,33,31,0,0,0,0,1,0
29,48,15,0,14,0,0,0,0,1,0,0
9,26,46,6,48,49,0,0,1,0,0,0
27,2,47,21,24,37,0,0,1,0,0,0
43,42,37,26,36,22,0,0,0,0,0,1
49,32,16,35,30,24,0,0,0,0,0,1
28,24,29,32,47,47,0,0,1,0,0,0
35,38,7,0,31,0,0,0,0,0,0,1
35,3,43,26,37,19,0,0,1,0,0,0
22,38,8,0,42,32,1,0,0,0,0,0
32,19,23,17,42,26,0,0,1,0,0,0
36,45,49,45,46,40,0,1,0,0,0,0
26,42,48,42,15,18,0,1,0,0,0,0
5,27,24,12,27,27,0,0,0,0,1,0
3,48,27,43,20,32,0,0,0,0,1,0
33,21,10,0,43,35,0,0,0,0,0,1
28,8,47,13,16,23,0,1,0,0,0,0
30,44,27,30,37,45,1,0,0,0,0,0
20,18,36,17,43,9,0,1,0,0,0,0
47,21,15,33,33,47,1,0,0,0,0,0
2,5,42,48,2,37,0,0,0,0,1,0
10,26,7,36,33,15,0,0,0,0,1,0
44,22,46,37,35,27,0,1,0,0,0,0
35,2,42,29,18,21,0,1,0,0,0,0
13,10,43,44,19,29,0,0,0,0,1,0
23,33,43,48,42,22,0,0,0,0,1,0
23,45,2,1,6,37,0,0,0,1,0,0
20,47,23,10,31,18,0,0,0,1,0,0
45,49,39,37,9,46,0,0,0,1,0,0
25,22,4,40,48,43,1,0,0,0,0,0
40,16,37,41,36,13,0,1,0,0,0,0
42,29,7,36,39,40,1,0,0,0,0,0
34,12,22,8,41,23,0,0,1,0,0,0
37,20,35,29,22,1,0,1,0,0,0,0
46,6,14,28,10,27,0,0,0,0,0,1
28,39,24,33,17,42,0,0,0,1,0,0
44,8,2,42,23,28,1,0,0,0,0,0
7,48,35,27,33,27,0,0,0,0,1,0
1,28,27,30,43,3,0,0,0,0,1,0
13,40,36,7,27,47,0,0,0,1,0,0
14,47,39,9,34,17,0,1,0,0,0,0
9,43,36,18,8,32,0,0,0,1,0,0
22,45,16,33,30,34,1,0,0,0,0,0
27,11,37,8,33,26,0,0,1,0,0,0
33,28,5,45,10,5,0,0,0,1,0,0
13,34,8,46,13,42,1,0,0,0,0,0
48,4,18,3,21,42,0,0,0,0,0,1
13,39,5,0,8,21,0,0,0,1,0,0
44,17,19,24,14,9,0,0,0,0,0,1
44,28,40,25,19,9,0,1,0,0,0,0
9,7,45,23,45,47,0,0,1,0,0,0
32,31,24,24,2,4,0,0,0,1,0,0
18,48,24,26,13,30,0,0,0,1,0,0
3,33,39,6,45,37,0,0,1,0,0,0
45,16,12,11,3,7,0,0,0,0,0,1
16,14,27,40,2,29,0,0,0,0,1,0
9,36,10,47,12,41,0,0,0,0,1,0
33,14,43,31,16,29,0,1,0,0,0,0
47,24,18,2,10,22,0,0,0,0,0,1
32,35,0,30,19,17,1,0,0,0,0,0
30,26,22,17,21,45,1,0,0,0,0,0
46,2,45,1,8,2,0,0,0,0,0,1
13,44,22,21,5,28,0,0,0,1,0,0
41,48,27,48,14,24,0,0,0,1,0,0
4,17,2,25,31,43,1,0,0,0,0,0
13,48,38,11,4,34,0,0,0,1,0,0
16,24,5,4,47,11,0,0,1,0,0,0
27,26,23,31,34,18,0,0,1,0,0,0
45,11,43,45,38,5,0,1,0,0,0,0
8,1,15,25,34,32,0,0,1,0,0,0
9,49,19,2,22,42,0,0,0,1,0,0
3,46,8,24,18,39,1,0,0,0,0,0
36,4,5,41,44,11,0,0,1,0,0,0
20,25,28,17,41,32,0,0,1,0,0,0
32,49,12,11,44,12,0,0,0,0,0,1
40,44,39,3,17,38,0,0,0,0,0,1
2,18,35,44,24,25,0,0,0,0,1,0
43,20,22,38,36,28,0,0,1,0,0,0
46,11,33,45,14,48,1,0,0,0,0,0
38,25,0,23,21,24,1,0,0,0,0,0
4,18,20,27,19,13,0,0,0,0,1,0
45,49,49,5,44,45,0,0,0,0,0,1
21,24,20,21,45,46,1,0,0,0,0,0
27,12,24,25,37,24,0,0,1,0,0,0
34,3,24,44,32,28,0,0,1,0,0,0
36,16,20,1,0,34,0,0,0,0,0,1
27,29,3,6,31,40,1,0,0,0,0,0
29,10,4,27,22,5,0,0,1,0,0,0
41,8,28,45,37,19,0,0,1,0,0,0
48,21,46,8,20,30,0,0,0,0,0,1
46,32,20,37,38,40,1,0,0,0,0,0
42,32,18,31,10,45,1,0,0,0,0,0
13,38,1,43,28,41,1,0,0,0,0,0
16,29,0,2,43,29,1,0,0,0,0,0
2,16,45,30,24,34,0,0,0,0,1,0
3,13,17,25,44,44,0,0,1,0,0,0
47,11,14,38,19,39,1,0,0,0,0,0
15,19,1,5,33,13,0,0,1,0,0,0
17,23,11,41,27,48,1,0,0,0,0,0
32,46,0,25,4,21,0,0,0,1,0,0
0,27,11,16,29,32,1,0,0,0,0,0
40,48,0,43,26,48,1,0,0,0,0,0
35,30,27,38,40,31,0,0,1,0,0,0
25,34,40,44,49,6,0,1,0,0,0,0
11,36,20,0,7,40,0,0,0,1,0,0
43,25,42,25,0,43,0,0,0,1,0,0
13,6,3,2,39,11,0,0,1,0,0,0
7,6,39,43,49,31,0,0,1,0,0,0
35,25,37,15,27,3,0,1,0,0,0,0
7,12,33,0,25,13,0,1,0,0,0,0
3,0,29,32,35,21,0,0,1,0,0,0
46,3,2,22,41,22,0,0,1,0,0,0
31,25,2,18,3,47,1,0,0,0,0,0
11,14,27,26,6,45,1,0,0,0,0,0
38,19,24,11,44,32,0,0,0,0,0,1
39,14,7,14,12,2,0,0,0,0,0,1
36,38,29,39,0,17,0,0,0,1,0,0
38,42,47,12,0,36,0,0,0,1,0,0
14,13,6,22,7,23,1,0,0,0,0,0
25,20,39,9,30,27,0,0,0,0,0,1
1,37,34,15,27,27,0,0,0,0,1,0
22,31,28,47,42,34,0,0,0,0,1,0
27,26,26,8,6,28,0,0,0,1,0,0
28,24,40,2,42,46,0,0,0,0,0,1
46,35,27,32,20,32,0,0,0,1,0,0
9,4,32,42,8,34,0,0,0,0,1,0
3,13,21,30,20,10,0,0,0,0,1,0
22,22,21,43,47,13,0,0,1,0,0,0
45,14,3,42,34,7,0,0,1,0,0,0
11,44,17,23,20,15,0,0,0,1,0,0
32,49,14,27,26,39,1,0,0,0,0,0
30,1,19,38,45,31,0,0,1,0,0,0
24,14,33,45,15,18,0,0,0,0,1,0
13,26,6,14,17,10,0,0,0,1,0,0
46,42,27,29,22,24,0,0,0,1,0,0
49,12,23,39,47,7,0,0,1,0,0,0
4,8,27,16,11,16,0,0,0,0,1,0
44,32,9,33,22,6,0,0,0,0,0,1
46,5,28,26,6,32,0,0,0,0,0,1
34,10,36,16,40,8,0,0,1,0,0,0
37,32,46,37,4,12,0,1,0,0,0,0
46,45,46,16,6,48,0,0,0,1,0,0
34,49,39,15,25,21,0,0,0,1,0,0
14,37,6,32,13,35,1,0,0,0,0,0
48,3,35,20,11,15,0,0,0,0,0,1
1,30,1,32,33,31,0,0,0,0,1,0
40,8,8,33,6,9,0,0,0,0,0,1
2,2,18,31,25,29,0,0,0,0,1,0
38,3,40,9,41,6,0,0,1,0,0,0
8,21,45,12,14,45,0,0,0,1,0,0
22,11,48,47,9,1,0,1,0,0,0,0
46,5,11,19,11,33,0,0,0,0,0,1
4,36,11,29,43,42,1,0,0,0,0,0
29,27,14,45,15,24,0,0,0,0,1,0
37,14,0,26,7,4,0,0,0,0,0,1
27,4,44,8,15,17,0,1,0,0,0,0
26,5,21,40,18,45,1,0,0,0,0,0
12,5,41,3,47,15,0,0,1,0,0,0
6,4,8,39,23,34,0,0,0,0,1,0
39,33,17,3,10,39,0,0,0,0,0,1
26,31,46,37,42,38,0,0,1,0,0,0
0,15,49,12,3,32,0,1,0,0,0,0
10,44,28,15,43,15,0,1,0,0,0,0
19,10,8,4,38,30,0,0,1,0,0,0
40,49,45,19,3,2,0,0,0,1,0,0
23,33,3,13,14,5,0,0,0,1,0,0
17,22,7,41,45,17,0,0,0,0,1,0
12,11,44,7,11,48,0,0,0,0,0,1
31,43,29,49,17,40,0,0,0,1,0,0
42,46,4,44,29,45,1,0,0,0,0,0
24,41,16,4,10,40,0,0,0,1,0,0
28,0,12,37,19,8,0,0,1,0,0,0
26,5,38,11,0,36,0,0,0,0,0,1
37,21,1,34,36,24,1,0,0,0,0,0
48,32,37,15,17,41,0,0,0,0,0,1
28,26,35,37,22,42,0,0,0,0,1,0
37,22,35,11,38,22,0,0,0,0,0,1
32,3,7,26,11,45,1,0,0,0,0,0
16,36,26,41,6,16,0,0,0,1,0,0
43,2,41,21,1,10,0,1,0,0,0,0
17,18,42,25,8,42,0,0,0,1,0,0
48,10,34,47,23,12,0,1,0,0,0,0
7,7,42,39,17,3,0,1,0,0,0,0
48,39,32,36,40,48,1,0,0,0,0,0
45,22,27,1,10,20,0,0,0,0,0,1
34,20,17,8,42,38,0,0,0,0,0,1
21,24,5,5,2,6,0,0,0,1,0,0
8,47,29,20,48,22,0,0,0,0,1,0
24,31,35,47,0,8,0,0,0,1,0,0
11,27,8,40,22,5,0,0,0,0,1,0
15,32,34,7,18,14,0,1,0,0,0,0
44,12,25,16,40,48,0,0,1,0,0,0
24,37,43,21,17,29,0,0,0,1,0,0
8,22,19,1,16,16,0,0,0,0,0,1
25,25,17,36,24,15,0,0,0,0,1,0
49,21,5,47,11,13,0,0,0,1,0,0
40,26,0,49,32,11,1,0,0,0,0,0
6,39,10,14,2,16,0,0,0,1,0,0
0,26,31,25,27,10,0,0,0,0,1,0
39,39,33,39,48,43,1,0,0,0,0,0
46,28,34,19,23,11,0,0,0,0,0,1
24,47,11,49,43,39,1,0,0,0,0,0
15,0,37,13,34,15,0,0,1,0,0,0
45,38,48,42,49,40,0,0,1,0,0,0
8,35,10,32,39,1,0,0,0,0,1,0
38,3,2,4,19,45,1,0,0,0,0,0
1,41,10,19,13,43,1,0,0,0,0,0
34,32,3,13,47,36,1,0,0,0,0,0
20,33,18,44,14,2,0,0,0,0,1,0
4,10,21,38,43,17,0,0,0,0,1,0
35,20,30,13,13,4,0,1,0,0,0,0
43,40,15,21,39,29,0,0,0,0,0,1
12,25,49,44,23,9,0,1,0,0,0,0
38,47,22,21,14,21,0,0,0,1,0,0
31,10,28,47,36,26,0,0,1,0,0,0
33,41,11,10,27,18,0,0,0,0,0,1
2,40,21,14,22,8,0,0,0,1,0,0
32,25,12,43,30,37,1,0,0,0,0,0
46,18,42,31,20,20,0,1,0,0,0,0
45,1,31,49,6,27,0,0,1,0,0,0
13,10,16,30,44,42,0,0,1,0,0,0
7,30,42,13,8,43,0,0,0,1,0,0
2,15,45,19,47,42,0,0,1,0,0,0
12,11,29,0,22,28,0,0,0,0,0,1
42,12,10,4,19,20,0,0,0,0,0,1
3,29,3,47,43,40,0,0,0,0,1,0
28,8,48,30,37,29,0,0,1,0,0,0
9,3,19,29,0,46,1,0,0,0,0,0
39,3,35,28,44,39,0,0,1,0,0,0
36,10,35,45,20,4,0,1,0,0,0,0
31,22,33,23,14,10,0,1,0,0,0,0
34,35,1,24,5,48,1,0,0,0,0,0
28,18,28,26,41,9,0,0,1,0,0,0
38,7,1,34,45,31,0,0,1,0,0,0
36,20,46,21,49,22,0,0,1,0,0,0
24,16,44,18,6,25,0,1,0,0,0,0
28,49,24,22,37,37,1,0,0,0,0,0
32,40,37,9,42,11,0,1,0,0,0,0
23,26,16,29,26,4,0,1,0,0,0,0
13,22,1,43,27,39,1,0,0,0,0,0
44,18,10,21,24,20,0,0,0,0,0,1
29,25,1,6,31,12,0,0,0,0,0,1
46,37,39,23,25,27,0,0,0,0,0,1
19,21,42,11,34,7,0,1,0,0,0,0
37,45,21,35,5,49,0,0,0,1,0,0
46,16,1,13,6,13,0,0,0,0,0,1
14,14,34,22,18,4,0,1,0,0,0,0
45,37,17,40,49,22,0,0,1,0,0,0
24,30,40,4,19,32,0,0,0,0,0,1
2,25,4,39,38,14,0,0,0,0,1,0
31,23,25,42,18,4,0,1,0,0,0,0
42,38,29,27,3,12,0,0,0,1,0,0
10,20,33,32,21,6,0,1,0,0,0,0
5,26,13,31,14,44,1,0,0,0,0,0
11,16,46,35,11,25,0,0,0,0,1,0
4,47,5,38,23,43,1,0,0,0,0,0
19,7,49,38,30,23,0,1,0,0,0,0
40,17,1,12,25,25,0,0,0,0,0,1
36,27,42,45,17,22,0,1,0,0,0,0
33,14,45,25,10,27,0,1,0,0,0,0
29,37,0,18,8,22,0,0,0,1,0,0
12,9,13,30,30,9,0,0,1,0,0,0
21,42,8,29,11,14,0,0,0,1,0,0
23,18,44,20,43,48,0,0,1,0,0,0
37,32,29,26,43,40,1,0,0,0,0,0
15,24,8,13,24,32,1,0,0,0,0,0
35,6,16,2,47,17,0,0,1,0,0,0
12,33,46,48,39,23,0,0,0,0,1,0
14,6,45,16,28,3,0,1,0,0,0,0
44,4,7,5,49,15,0,0,1,0,0,0
23,13,23,1,27,29,0,0,0,0,0,1
17,15,13,22,10,32,1,0,0,0,0,0
28,12,29,40,33,2,0,1,0,0,0,0
49,0,43,4,49,36,0,0,1,0,0,0
46,9,27,27,17,45,0,0,0,0,0,1
22,37,38,8,49,19,0,1,0,0,0,0
49,21,45,43,26,0,0,1,0,0,0,0
1,44,33,30,41,44,0,0,0,0,1,0
49,49,28,23,13,47,0,0,0,1,0,0
3,41,39,24,43,2,0,1,0,0,0,0
37,43,16,33,22,8,0,0,0,1,0,0
21,25,46,13,28,47,0,0,0,0,0,1
41,37,1,23,2,2,0,0,0,1,0,0
23,40,38,17,25,31,0,0,0,1,0,0
47,9,13,3,30,11,0,0,0,0,0,1
27,14,16,12,36,41,1,0,0,0,0,0
48,6,18,1,2,18,0,0,0,0,0,1
5,25,1,40,46,34,0,0,0,0,1,0
47,16,34,31,41,26,0,0,1,0,0,0
25,5,36,35,32,21,0,0,1,0,0,0
12,1,21,34,3,49,1,0,0,0,0,0
12,35,32,3,26,3,0,1,0,0,0,0
48,28,33,20,41,1,0,1,0,0,0,0
29,43,15,5,12,47,1,0,0,0,0,0
0,21,46,46,2,1,0,0,0,0,1,0
49,5,6,43,32,14,0,0,1,0,0,0
47,14,8,15,12,48,1,0,0,0,0,0
6,4,33,3,19,7,0,1,0,0,0,0
2,14,49,16,6,31,0,1,0,0,0,0
25,28,4,27,15,42,1,0,0,0,0,0
2,22,11,12,46,18,0,0,1,0,0,0
37,42,17,16,6,35,0,0,0,1,0,0
36,35,38,33,15,16,0,1,0,0,0,0
28,40,17,44,22,11,0,0,0,1,0,0
18,46,39,16,32,34,0,0,0,1,0,0
33,44,48,49,2,16,0,0,0,1,0,0
36,32,10,23,41,17,0,0,0,0,0,1
49,2,37,30,14,32,0,0,0,0,0,1
21,15,10,8,23,3,0,0,0,0,0,1
29,39,9,30,33,32,1,0,0,0,0,0
47,14,31,28,40,41,0,0,1,0,0,0
31,26,18,2,3,3,0,0,0,0,0,1
21,42,49,33,13,26,0,0,0,1,0,0
38,41,33,13,17,36,0,0,0,0,0,1
47,3,48,21,23,8,0,1,0,0,0,0
12,4,19,19,21,3,0,0,1,0,0,0
20,41,27,43,16,30,0,0,0,1,0,0
42,12,42,47,4,41,0,0,0,1,0,0
45,12,17,38,15,1,0,1,0,0,0,0
3,4,21,23,25,4,0,0,1,0,0,0
31,42,46,18,17,2,0,1,0,0,0,0
5,38,13,46,28,39,0,0,0,0,1,0
8,38,29,37,36,21,0,0,0,0,1,0
29,39,22,13,30,12,0,0,0,0,0,1
46,46,46,10,27,49,0,0,0,0,0,1
1,39,24,8,20,30,0,0,0,1,0,0
25,44,2,8,20,26,1,0,0,0,0,0
29,12,10,43,5,48,1,0,0,0,0,0
30,5,24,20,42,2,0,0,1,0,0,0
9,17,33,33,13,43,0,0,0,0,1,0
27,9,45,44,46,12,0,0,1,0,0,0
36,25,23,24,28,7,0,1,0,0,0,0
42,24,43,21,30,7,0,1,0,0,0,0
1,27,11,19,46,19,0,0,1,0,0,0
38,8,11,3,6,19,0,0,0,0,0,1
42,8,11,2,42,33,0,0,0,0,0,1
5,19,2,12,41,24,1,0,0,0,0,0
6,40,33,2,23,42,0,0,0,1,0,0
43,26,49,13,42,8,0,1,0,0,0,0
15,14,35,45,35,7,0,0,0,0,1,0
33,46,38,47,8,8,0,0,0,1,0,0
25,7,49,45,20,28,0,1,0,0,0,0
13,9,41,36,44,17,0,0,1,0,0,0
40,41,23,33,29,6,0,1,0,0,0,0
36,27,49,26,19,12,0,1,0,0,0,0
1,44,22,39,9,9,0,0,0,0,1,0
3,12,46,21,46,39,0,0,1,0,0,0
17,41,32,45,13,15,0,0,0,1,0,0
30,36,33,20,3,11,0,0,0,1,0,0
0,21,39,31,26,10,0,0,0,0,1,0
33,47,26,15,18,41,0,0,0,1,0,0
30,2,15,28,7,11,0,0,1,0,0,0
16,28,39,49,31,0,0,1,0,0,0,0
12,42,5,9,48,28,1,0,0,0,0,0
48,17,44,39,12,20,0,1,0,0,0,0
24,41,44,14,17,42,0,0,0,1,0,0
39,13,31,27,17,29,0,0,0,0,0,1
14,40,2,40,10,34,1,0,0,0,0,0
25,14,39,23,40,14,0,0,1,0,0,0
31,11,18,11,15,8,0,0,0,0,0,1
34,21,8,32,43,25,0,0,1,0,0,0
27,11,10,40,44,49,1,0,0,0,0,0
