px,py,pz,alvox,alvoy,alvoz,choque0,choque1,choque2,choque3,choque4,choque5,acao0,acao1,acao2,acao3,acao4,acao5
12,19,28,16,38,9,0,0,0,0,0,0,1,0,0,0,0,0
11,20,41,46,13,13,0,0,0,0,0,0,0,0,0,0,0,1
6,47,25,26,44,17,0,0,0,0,0,0,0,0,0,0,0,1
23,24,19,7,35,40,0,0,0,0,0,0,0,1,0,0,0,0
35,33,30,31,8,33,0,0,0,0,0,0,0,0,1,0,0,0
42,10,23,19,50,24,0,0,0,0,0,0,0,0,0,1,0,0
24,11,37,30,46,15,0,0,0,0,0,0,0,0,0,1,0,0
35,15,3,12,42,36,0,0,0,0,0,0,0,1,0,0,0,0
24,7,27,18,15,13,0,0,0,0,0,0,1,0,0,0,0,0
5,13,38,34,12,23,0,0,0,0,0,0,0,0,0,0,0,1
13,3,9,17,25,3,0,0,0,0,0,0,0,0,0,1,0,0
2,40,29,38,43,38,0,0,0,0,0,0,0,0,0,0,0,1
43,29,5,45,47,47,0,0,0,0,0,0,0,1,0,0,0,0
31,40,8,32,9,44,0,0,0,0,0,0,0,1,0,0,0,0
44,41,16,8,46,15,0,0,0,0,0,0,0,0,0,0,1,0
17,45,26,8,49,2,0,0,0,0,0,0,1,0,0,0,0,0
39,12,36,46,31,38,0,0,0,0,0,0,0,0,0,1,0,0
14,28,11,44,48,26,0,0,0,0,0,0,0,0,0,0,0,1
33,19,25,37,9,2,0,0,0,0,0,0,1,0,0,0,0,0
39,36,3,31,35,0,0,0,0,0,0,0,0,0,0,0,1,0
46,13,45,46,40,16,0,0,0,0,0,0,1,0,0,0,0,0
45,23,27,42,10,5,0,0,0,0,0,0,1,0,0,0,0,0
19,49,8,3,46,13,0,0,0,0,0,0,0,0,0,0,1,0
19,15,35,8,6,24,0,0,0,0,0,0,1,0,0,0,0,0
37,46,28,25,15,35,0,0,0,0,0,0,0,0,1,0,0,0
28,10,27,45,10,10,0,0,0,0,0,0,1,0,0,0,0,0
40,6,0,31,5,2,0,0,0,0,0,0,0,0,0,0,1,0
49,13,6,49,4,7,0,0,0,0,0,0,0,0,1,0,0,0
13,23,30,18,1,39,0,0,0,0,0,0,0,0,1,0,0,0
21,6,39,45,13,41,0,0,0,0,0,0,0,0,0,0,0,1
26,28,37,14,29,21,0,0,0,0,0,0,1,0,0,0,0,0
7,41,36,47,15,28,0,0,0,0,0,0,0,0,0,0,0,1
40,4,27,22,23,21,0,0,0,0,0,0,0,0,0,1,0,0
17,20,49,24,0,38,0,0,0,0,0,0,0,0,1,0,0,0
39,2,17,48,37,46,0,0,0,0,0,0,0,0,0,1,0,0
15,7,27,24,42,8,0,0,0,0,0,0,0,0,0,1,0,0
40,8,49,36,20,17,0,0,0,0,0,0,1,0,0,0,0,0
37,0,14,43,49,42,0,0,0,0,0,0,0,0,0,1,0,0
26,43,30,48,40,26,0,0,0,0,0,0,0,0,0,0,0,1
8,37,18,22,50,12,0,0,0,0,0,0,0,0,0,0,0,1
16,11,45,45,3,35,0,0,0,0,0,0,0,0,0,0,0,1
48,25,3,16,18,21,0,0,0,0,0,0,0,0,0,0,1,0
14,26,21,44,39,24,0,0,0,0,0,0,0,0,0,0,0,1
43,34,7,37,16,28,0,0,0,0,0,0,0,1,0,0,0,0
47,41,32,35,5,1,0,0,0,0,0,0,0,0,1,0,0,0
11,17,31,26,9,9,0,0,0,0,0,0,1,0,0,0,0,0
29,46,22,9,30,10,0,0,0,0,0,0,0,0,0,0,1,0
42,6,28,24,17,5,0,0,0,0,0,0,1,0,0,0,0,0
6,31,15,42,11,28,0,0,0,0,0,0,0,0,0,0,0,1
27,29,49,28,44,27,0,0,0,0,0,0,1,0,0,0,0,0
9,35,40,35,40,0,0,0,0,0,0,0,1,0,0,0,0,0
37,32,18,6,9,44,0,0,0,0,0,0,0,0,0,0,1,0
36,3,22,15,31,18,0,0,0,0,0,0,0,0,0,1,0,0
40,11,47,3,2,5,0,0,0,0,0,0,1,0,0,0,0,0
16,23,31,22,18,21,0,0,0,0,0,0,1,0,0,0,0,0
45,11,8,34,39,9,0,0,0,0,0,0,0,0,0,1,0,0
37,26,18,10,27,39,0,0,0,0,0,0,0,0,0,0,1,0
15,41,11,22,3,47,0,0,0,0,0,0,0,0,1,0,0,0
0,37,18,37,10,45,0,0,0,0,0,0,0,0,0,0,0,1
38,48,4,37,26,10,0,0,0,0,0,0,0,0,1,0,0,0
20,39,49,41,43,20,0,0,0,0,0,0,1,0,0,0,0,0
24,10,1,27,29,0,0,0,0,0,0,0,0,0,0,1,0,0
22,8,29,36,8,34,0,0,0,0,0,0,0,0,0,0,0,1
28,6,40,12,0,15,0,0,0,0,0,0,1,0,0,0,0,0
11,50,38,49,24,9,0,0,0,0,0,0,0,0,0,0,0,1
39,11,43,19,8,44,0,0,0,0,0,0,0,0,0,0,1,0
43,35,15,4,36,22,0,0,0,0,0,0,0,0,0,0,1,0
45,4,35,50,19,4,0,0,0,0,0,0,1,0,0,0,0,0
45,17,40,2,45,12,0,0,0,0,0,0,0,0,0,0,1,0
11,31,40,24,25,12,0,0,0,0,0,0,1,0,0,0,0,0
12,41,13,50,3,41,0,0,0,0,0,0,0,0,1,0,0,0
7,14,12,17,4,46,0,0,0,0,0,0,0,1,0,0,0,0
35,41,4,4,38,34,0,0,0,0,0,0,0,0,0,0,1,0
16,32,11,12,15,4,0,0,0,0,0,0,0,0,1,0,0,0
28,28,0,6,29,38,0,0,0,0,0,0,0,1,0,0,0,0
17,23,21,29,43,30,0,0,0,0,0,0,0,0,0,1,0,0
40,39,5,50,38,13,0,0,0,0,0,0,0,0,0,0,0,1
43,16,41,40,8,34,0,0,0,0,0,0,0,0,1,0,0,0
24,25,32,39,4,11,0,0,0,0,0,0,1,0,0,0,0,0
6,34,37,15,48,14,0,0,0,0,0,0,1,0,0,0,0,0
18,5,47,22,36,4,0,0,0,0,0,0,1,0,0,0,0,0
3,35,29,34,39,18,0,0,0,0,0,0,0,0,0,0,0,1
33,10,39,24,2,9,0,0,0,0,0,0,1,0,0,0,0,0
31,28,35,6,2,48,0,0,0,0,0,0,0,0,1,0,0,0
20,42,32,31,4,31,0,0,0,0,0,0,0,0,1,0,0,0
4,37,43,25,47,28,0,0,0,0,0,0,0,0,0,0,0,1
45,39,33,28,27,6,0,0,0,0,0,0,1,0,0,0,0,0
22,34,50,24,19,2,0,0,0,0,0,0,1,0,0,0,0,0
13,40,11,18,16,48,0,0,0,0,0,0,0,1,0,0,0,0
47,21,23,47,47,0,0,0,0,0,0,0,0,0,0,1,0,0
10,10,23,50,5,24,0,0,0,0,0,0,0,0,0,0,0,1
1,21,17,24,23,0,0,0,0,0,0,0,0,0,0,0,0,1
38,44,49,16,4,28,0,0,0,0,0,0,0,0,1,0,0,0
19,35,14,20,3,42,0,0,0,0,0,0,0,0,1,0,0,0
35,22,26,30,8,19,0,0,0,0,0,0,0,0,1,0,0,0
50,15,37,43,1,5,0,0,0,0,0,0,1,0,0,0,0,0
20,40,27,27,10,0,0,0,0,0,0,0,0,0,1,0,0,0
17,48,37,2,20,42,0,0,0,0,0,0,0,0,1,0,0,0
29,26,5,34,9,42,0,0,0,0,0,0,0,1,0,0,0,0
16,47,13,44,7,18,0,0,0,0,0,0,0,0,1,0,0,0
30,43,10,31,9,7,0,0,0,0,0,0,0,0,1,0,0,0
43,49,39,26,28,3,0,0,0,0,0,0,1,0,0,0,0,0
32,38,33,27,28,3,0,0,0,0,0,0,1,0,0,0,0,0
46,19,50,3,48,34,0,0,0,0,0,0,0,0,0,0,1,0
6,11,2,5,42,21,0,0,0,0,0,0,0,0,0,1,0,0
42,4,35,42,31,22,0,0,0,0,0,0,0,0,0,1,0,0
18,15,6,38,18,39,0,0,0,0,0,0,0,1,0,0,0,0
13,28,39,42,1,46,0,0,0,0,0,0,0,0,0,0,0,1
0,36,43,35,37,2,0,0,0,0,0,0,1,0,0,0,0,0
10,5,27,21,47,15,0,0,0,0,0,0,0,0,0,1,0,0
13,12,23,18,28,9,0,0,0,0,0,0,0,0,0,1,0,0
45,50,37,45,26,50,0,0,0,0,0,0,0,0,1,0,0,0
27,42,24,30,32,12,0,0,0,0,0,0,1,0,0,0,0,0
10,11,41,47,20,45,0,0,0,0,0,0,0,0,0,0,0,1
48,38,43,2,2,28,0,0,0,0,0,0,0,0,0,0,1,0
37,43,12,32,23,32,0,0,0,0,0,0,0,1,0,0,0,0
20,45,33,47,26,30,0,0,0,0,0,0,0,0,0,0,0,1
16,32,13,0,27,39,0,0,0,0,0,0,0,1,0,0,0,0
39,21,45,47,8,3,0,0,0,0,0,0,1,0,0,0,0,0
1,27,24,32,38,27,0,0,0,0,0,0,0,0,0,0,0,1
13,27,50,0,47,37,0,0,0,0,0,0,0,0,0,1,0,0
19,7,48,18,3,47,0,0,0,0,0,0,0,0,1,0,0,0
40,21,37,49,13,50,0,0,0,0,0,0,0,1,0,0,0,0
23,19,49,23,11,44,0,0,0,0,0,0,0,0,1,0,0,0
22,46,46,31,36,47,0,0,0,0,0,0,0,0,1,0,0,0
25,35,45,32,48,33,0,0,0,0,0,0,0,0,0,1,0,0
11,42,9,4,26,50,0,0,0,0,0,0,0,1,0,0,0,0
24,3,34,31,43,4,0,0,0,0,0,0,0,0,0,1,0,0
13,48,30,24,18,5,0,0,0,0,0,0,0,0,1,0,0,0
49,42,18,15,7,40,0,0,0,0,0,0,0,0,1,0,0,0
13,25,30,27,13,1,0,0,0,0,0,0,1,0,0,0,0,0
23,9,33,46,45,42,0,0,0,0,0,0,0,0,0,1,0,0
16,41,21,29,47,30,0,0,0,0,0,0,0,0,0,0,0,1
2,46,15,6,41,8,0,0,0,0,0,0,1,0,0,0,0,0
23,37,32,1,5,13,0,0,0,0,0,0,0,0,1,0,0,0
44,0,35,16,5,7,0,0,0,0,0,0,1,0,0,0,0,0
9,12,42,27,23,42,0,0,0,0,0,0,0,0,0,0,0,1
6,36,47,11,14,7,0,0,0,0,0,0,1,0,0,0,0,0
25,23,39,42,10,28,0,0,0,0,0,0,0,0,0,0,0,1
39,10,41,37,46,28,0,0,0,0,0,0,0,0,0,1,0,0
23,3,3,42,35,49,0,0,0,0,0,0,0,1,0,0,0,0
50,32,34,11,30,42,0,0,0,0,0,0,0,0,0,0,1,0
14,22,43,7,14,42,0,0,0,0,0,0,0,0,1,0,0,0
11,34,31,1,6,7,0,0,0,0,0,0,0,0,1,0,0,0
16,13,27,32,6,38,0,0,0,0,0,0,0,0,0,0,0,1
40,21,16,30,11,31,0,0,0,0,0,0,0,1,0,0,0,0
33,13,39,0,30,3,0,0,0,0,0,0,1,0,0,0,0,0
10,33,36,27,46,2,0,0,0,0,0,0,1,0,0,0,0,0
40,5,37,31,12,38,0,0,0,0,0,0,0,0,0,0,1,0
4,3,49,35,10,28,0,0,0,0,0,0,0,0,0,0,0,1
49,4,47,42,38,49,0,0,0,0,0,0,0,0,0,1,0,0
48,10,24,46,16,39,0,0,0,0,0,0,0,1,0,0,0,0
47,32,0,2,31,45,0,0,0,0,0,0,0,1,0,0,0,0
35,44,31,3,19,12,0,0,0,0,0,0,0,0,0,0,1,0
35,24,4,23,50,41,0,0,0,0,0,0,0,1,0,0,0,0
29,43,36,15,36,25,0,0,0,0,0,0,0,0,0,0,1,0
14,16,6,24,32,10,0,0,0,0,0,0,0,0,0,1,0,0
29,7,30,40,1,35,0,0,0,0,0,0,0,0,0,0,0,1
6,3,4,35,24,46,0,0,0,0,0,0,0,1,0,0,0,0
26,15,31,18,8,32,0,0,0,0,0,0,0,0,0,0,1,0
19,47,19,28,30,40,0,0,0,0,0,0,0,1,0,0,0,0
2,11,45,21,41,41,0,0,0,0,0,0,0,0,0,1,0,0
26,26,2,31,22,16,0,0,0,0,0,0,0,1,0,0,0,0
40,43,35,11,1,1,0,0,0,0,0,0,0,0,1,0,0,0
11,25,46,48,17,25,0,0,0,0,0,0,0,0,0,0,0,1
38,21,23,41,13,1,0,0,0,0,0,0,1,0,0,0,0,0
43,5,34,22,20,23,0,0,0,0,0,0,0,0,0,0,1,0
44,12,30,41,18,33,0,0,0,0,0,0,0,0,0,1,0,0
39,37,18,18,27,26,0,0,0,0,0,0,0,0,0,0,1,0
41,30,2,31,0,24,0,0,0,0,0,0,0,0,1,0,0,0
37,4,47,18,45,3,0,0,0,0,0,0,1,0,0,0,0,0
0,48,20,16,28,2,0,0,0,0,0,0,0,0,1,0,0,0
38,48,50,43,9,12,0,0,0,0,0,0,0,0,1,0,0,0
6,43,31,18,9,23,0,0,0,0,0,0,0,0,1,0,0,0
29,4,36,32,41,2,0,0,0,0,0,0,0,0,0,1,0,0
0,9,50,28,8,8,0,0,0,0,0,0,1,0,0,0,0,0
36,35,16,29,30,24,0,0,0,0,0,0,0,1,0,0,0,0
45,32,46,14,17,40,0,0,0,0,0,0,0,0,0,0,1,0
32,26,14,42,19,47,0,0,0,0,0,0,0,1,0,0,0,0
23,21,46,44,26,31,0,0,0,0,0,0,0,0,0,0,0,1
10,6,23,12,4,7,0,0,0,0,0,0,1,0,0,0,0,0
0,4,46,38,19,12,0,0,0,0,0,0,0,0,0,0,0,1
37,30,31,2,37,16,0,0,0,0,0,0,0,0,0,0,1,0
22,45,5,48,12,22,0,0,0,0,0,0,0,0,1,0,0,0
39,5,48,9,3,36,0,0,0,0,0,0,0,0,0,0,1,0
38,22,44,37,20,13,0,0,0,0,0,0,1,0,0,0,0,0
48,35,13,20,32,5,0,0,0,0,0,0,0,0,0,0,1,0
42,21,27,20,22,32,0,0,0,0,0,0,0,0,0,0,1,0
37,11,38,37,11,34,0,0,0,0,0,0,1,0,0,0,0,0
20,47,36,15,26,45,0,0,0,0,0,0,0,0,1,0,0,0
3,35,38,31,32,37,0,0,0,0,0,0,0,0,0,0,0,1
16,2,6,16,1,5,0,0,0,0,0,0,1,0,0,0,0,0
33,38,38,21,19,35,0,0,0,0,0,0,0,0,1,0,0,0
17,49,11,30,31,6,0,0,0,0,0,0,0,0,1,0,0,0
38,2,39,47,17,4,0,0,0,0,0,0,1,0,0,0,0,0
25,25,50,35,24,32,0,0,0,0,0,0,1,0,0,0,0,0
32,45,23,50,6,12,0,0,0,0,0,0,0,0,1,0,0,0
42,20,26,24,49,22,0,0,0,0,0,0,0,0,0,1,0,0
35,43,18,13,33,41,0,0,0,0,0,0,0,1,0,0,0,0
1,35,41,15,1,25,0,0,0,0,0,0,0,0,1,0,0,0
14,31,23,35,38,2,0,0,0,0,0,0,1,0,0,0,0,0
12,17,25,3,31,12,0,0,0,0,0,0,0,0,0,1,0,0
23,44,17,31,2,44,0,0,0,0,0,0,0,0,1,0,0,0
1,0,25,41,44,27,0,0,0,0,0,0,0,0,0,1,0,0
50,19,20,22,6,33,0,0,0,0,0,0,0,0,0,0,1,0
24,38,0,30,31,44,0,0,0,0,0,0,0,1,0,0,0,0
42,41,29,1,22,22,0,0,0,0,0,0,0,0,0,0,1,0
41,10,3,43,16,24,0,0,0,0,0,0,0,1,0,0,0,0
38,19,46,41,21,23,0,0,0,0,0,0,1,0,0,0,0,0
10,3,39,44,37,20,0,0,0,0,0,0,0,0,0,1,0,0
37,41,31,48,16,13,0,0,0,0,0,0,0,0,1,0,0,0
23,19,44,43,42,31,0,0,0,0,0,0,0,0,0,1,0,0
42,20,1,14,38,7,0,0,0,0,0,0,0,0,0,0,1,0
24,12,46,18,46,19,0,0,0,0,0,0,0,0,0,1,0,0
32,8,42,47,8,12,0,0,0,0,0,0,1,0,0,0,0,0
11,33,49,36,31,14,0,0,0,0,0,0,1,0,0,0,0,0
45,45,5,27,45,17,0,0,0,0,0,0,0,0,0,0,1,0
23,27,19,11,26,4,0,0,0,0,0,0,1,0,0,0,0,0
41,30,29,14,32,44,0,0,0,0,0,0,0,0,0,0,1,0
20,20,13,30,19,38,0,0,0,0,0,0,0,1,0,0,0,0
50,21,28,33,38,17,0,0,0,0,0,0,0,0,0,1,0,0
13,18,18,37,25,39,0,0,0,0,0,0,0,0,0,0,0,1
34,2,12,25,39,43,0,0,0,0,0,0,0,0,0,1,0,0
4,20,36,42,8,45,0,0,0,0,0,0,0,0,0,0,0,1
10,19,7,47,11,16,0,0,0,0,0,0,0,0,0,0,0,1
25,46,44,8,18,15,0,0,0,0,0,0,1,0,0,0,0,0
32,32,2,5,23,25,0,0,0,0,0,0,0,0,0,0,1,0
3,15,42,24,26,27,0,0,0,0,0,0,0,0,0,0,0,1
43,32,47,28,3,5,0,0,0,0,0,0,1,0,0,0,0,0
30,40,36,32,48,4,0,0,0,0,0,0,1,0,0,0,0,0
14,20,35,8,10,2,0,0,0,0,0,0,1,0,0,0,0,0
6,20,2,13,16,48,0,0,0,0,0,0,0,1,0,0,0,0
31,47,24,5,47,27,0,0,0,0,0,0,0,0,0,0,1,0
24,50,7,41,8,19,0,0,0,0,0,0,0,0,1,0,0,0
27,23,50,21,29,35,0,0,0,0,0,0,1,0,0,0,0,0
30,8,32,22,2,18,0,0,0,0,0,0,1,0,0,0,0,0
37,40,35,25,29,47,0,0,0,0,0,0,0,1,0,0,0,0
49,3,0,35,16,37,0,0,0,0,0,0,0,1,0,0,0,0
4,23,37,27,10,18,0,0,0,0,0,0,0,0,0,0,0,1
11,0,20,36,16,9,0,0,0,0,0,0,0,0,0,0,0,1
8,24,41,49,41,39,0,0,0,0,0,0,0,0,0,0,0,1
5,28,4,23,21,31,0,0,0,0,0,0,0,1,0,0,0,0
6,27,33,47,19,50,0,0,0,0,0,0,0,0,0,0,0,1
30,20,39,5,34,41,0,0,0,0,0,0,0,0,0,0,1,0
39,22,25,5,37,40,0,0,0,0,0,0,0,0,0,0,1,0
28,44,4,22,41,47,0,0,0,0,0,0,0,1,0,0,0,0
41,31,21,24,49,33,0,0,0,0,0,0,0,0,0,1,0,0
23,23,7,12,36,48,0,0,0,0,0,0,0,1,0,0,0,0
15,44,17,23,3,31,0,0,0,0,0,0,0,0,1,0,0,0
34,23,5,6,9,26,0,0,0,0,0,0,0,0,0,0,1,0
2,0,35,28,24,11,0,0,0,0,0,0,0,0,0,0,0,1
39,42,26,43,8,17,0,0,0,0,0,0,0,0,1,0,0,0
5,4,1,28,7,6,0,0,0,0,0,0,0,0,0,0,0,1
11,0,50,7,35,35,0,0,0,0,0,0,0,0,0,1,0,0
7,5,49,24,42,12,0,0,0,0,0,0,1,0,0,0,0,0
36,41,41,4,21,48,0,0,0,0,0,0,0,0,0,0,1,0
4,36,16,35,44,46,0,0,0,0,0,0,0,0,0,0,0,1
37,39,6,29,13,15,0,0,0,0,0,0,0,0,1,0,0,0
10,31,0,6,40,50,0,0,0,0,0,0,0,1,0,0,0,0
44,4,9,47,7,43,0,0,0,0,0,0,0,1,0,0,0,0
6,0,16,2,11,19,0,0,0,0,0,0,0,0,0,1,0,0
27,5,13,29,6,36,0,0,0,0,0,0,0,1,0,0,0,0
10,16,29,7,45,41,0,0,0,0,0,0,0,0,0,1,0,0
23,29,5,4,38,23,0,0,0,0,0,0,0,0,0,0,1,0
20,14,10,26,42,22,0,0,0,0,0,0,0,0,0,1,0,0
39,28,29,36,24,0,0,0,0,0,0,0,1,0,0,0,0,0
2,30,42,50,36,23,0,0,0,0,0,0,0,0,0,0,0,1
13,42,20,3,46,9,0,0,0,0,0,0,1,0,0,0,0,0
35,50,39,19,44,25,0,0,0,0,0,0,0,0,0,0,1,0
14,49,4,8,32,0,0,0,0,0,0,0,0,0,1,0,0,0
31,6,39,39,18,16,0,0,0,0,0,0,1,0,0,0,0,0
34,6,7,4,5,48,0,0,0,0,0,0,0,1,0,0,0,0
32,10,6,11,10,27,0,0,0,0,0,0,0,1,0,0,0,0
8,39,3,15,41,34,0,0,0,0,0,0,0,1,0,0,0,0
0,31,2,21,38,27,0,0,0,0,0,0,0,1,0,0,0,0
40,5,19,25,13,41,0,0,0,0,0,0,0,1,0,0,0,0
24,48,43,4,49,26,0,0,0,0,0,0,0,0,0,0,1,0
7,36,25,34,29,21,0,0,0,0,0,0,0,0,0,0,0,1
2,26,46,20,13,31,0,0,0,0,0,0,0,0,0,0,0,1
20,41,11,46,37,38,0,0,0,0,0,0,0,1,0,0,0,0
8,37,2,19,48,7,0,0,0,0,0,0,0,0,0,1,0,0
28,4,20,4,46,25,0,0,0,0,0,0,0,0,0,1,0,0
25,12,48,1,44,41,0,0,0,0,0,0,0,0,0,1,0,0
2,28,13,43,26,37,0,0,0,0,0,0,0,0,0,0,0,1
19,42,17,39,12,13,0,0,0,0,0,0,0,0,1,0,0,0
17,48,21,38,34,17,0,0,0,0,0,0,0,0,0,0,0,1
16,23,16,14,3,27,0,0,0,0,0,0,0,0,1,0,0,0
23,44,38,47,13,6,0,0,0,0,0,0,1,0,0,0,0,0
19,36,39,4,36,3,0,0,0,0,0,0,1,0,0,0,0,0
11,35,49,23,48,25,0,0,0,0,0,0,1,0,0,0,0,0
34,28,5,28,5,18,0,0,0,0,0,0,0,0,1,0,0,0
17,43,49,37,18,9,0,0,0,0,0,0,1,0,0,0,0,0
8,40,16,35,39,50,0,0,0,0,0,0,0,1,0,0,0,0
2,10,34,48,49,20,0,0,0,0,0,0,0,0,0,0,0,1
13,19,14,40,41,11,0,0,0,0,0,0,0,0,0,0,0,1
30,9,16,38,22,10,0,0,0,0,0,0,0,0,0,1,0,0
49,16,10,24,20,7,0,0,0,0,0,0,0,0,0,0,1,0
44,21,16,50,31,26,0,0,0,0,0,0,0,1,0,0,0,0
40,16,5,36,47,16,0,0,0,0,0,0,0,0,0,1,0,0
41,17,45,17,3,29,0,0,0,0,0,0,0,0,0,0,1,0
14,10,46,40,0,49,0,0,0,0,0,0,0,0,0,0,0,1
34,29,44,7,34,45,0,0,0,0,0,0,0,0,0,0,1,0
20,38,9,30,11,19,0,0,0,0,0,0,0,0,1,0,0,0
26,20,26,7,26,18,0,0,0,0,0,0,0,0,0,0,1,0
29,25,38,14,46,23,0,0,0,0,0,0,0,0,0,1,0,0
30,37,27,1,32,0,0,0,0,0,0,0,0,0,0,0,1,0
20,13,12,22,12,35,0,0,0,0,0,0,0,1,0,0,0,0
38,35,16,16,24,7,0,0,0,0,0,0,0,0,0,0,1,0
48,37,37,32,46,17,0,0,0,0,0,0,1,0,0,0,0,0
0,24,49,24,4,4,0,0,0,0,0,0,1,0,0,0,0,0
28,42,21,50,1,13,0,0,0,0,0,0,0,0,1,0,0,0
35,38,7,49,18,45,0,0,0,0,0,0,0,1,0,0,0,0
1,22,41,19,7,42,0,0,0,0,0,0,0,0,0,0,0,1
17,37,17,50,47,16,0,0,0,0,0,0,0,0,0,0,0,1
45,13,29,35,0,40,0,0,0,0,0,0,0,0,1,0,0,0
26,34,18,41,21,50,0,0,0,0,0,0,0,1,0,0,0,0
48,49,35,39,25,34,0,0,0,0,0,0,0,0,1,0,0,0
26,36,27,2,16,21,0,0,0,0,0,0,0,0,0,0,1,0
24,12,12,39,46,39,0,0,0,0,0,0,0,0,0,1,0,0
29,35,6,46,18,44,0,0,0,0,0,0,0,1,0,0,0,0
2,28,36,32,46,36,0,0,0,0,0,0,0,0,0,0,0,1
44,14,6,15,10,45,0,0,0,0,0,0,0,1,0,0,0,0
25,8,18,35,2,44,0,0,0,0,0,0,0,1,0,0,0,0
38,49,2,33,41,4,0,0,0,0,0,0,0,0,1,0,0,0
40,11,13,7,34,12,0,0,0,0,0,0,0,0,0,0,1,0
12,45,11,31,30,40,0,0,0,0,0,0,0,1,0,0,0,0
4,6,31,33,1,50,0,0,0,0,0,0,0,0,0,0,0,1
9,10,8,46,42,15,0,0,0,0,0,0,0,0,0,0,0,1
6,30,17,3,46,14,0,0,0,0,0,0,0,0,0,1,0,0
27,14,13,12,13,15,0,0,0,0,0,0,0,0,0,0,1,0
3,18,29,14,42,19,0,0,0,0,0,0,0,0,0,1,0,0
46,23,48,37,45,37,0,0,0,0,0,0,0,0,0,1,0,0
47,11,32,3,13,30,0,0,0,0,0,0,0,0,0,0,1,0
8,2,0,19,43,13,0,0,0,0,0,0,0,0,0,1,0,0
32,7,6,35,20,43,0,0,0,0,0,0,0,1,0,0,0,0
11,49,14,5,40,1,0,0,0,0,0,0,1,0,0,0,0,0
44,25,20,1,30,8,0,0,0,0,0,0,0,0,0,0,1,0
34,8,49,26,13,46,0,0,0,0,0,0,0,0,0,0,1,0
21,15,36,32,15,15,0,0,0,0,0,0,1,0,0,0,0,0
34,16,13,3,13,16,0,0,0,0,0,0,0,0,0,0,1,0
25,21,49,21,29,34,0,0,0,0,0,0,1,0,0,0,0,0
18,47,17,8,28,8,0,0,0,0,0,0,0,0,1,0,0,0
32,25,31,32,45,23,0,0,0,0,0,0,0,0,0,1,0,0
37,22,41,9,1,43,0,0,0,0,0,0,0,0,0,0,1,0
14,0,21,46,47,38,0,0,0,0,0,0,0,0,0,1,0,0
18,29,18,20,44,41,0,0,0,0,0,0,0,1,0,0,0,0
39,18,49,37,46,31,0,0,0,0,0,0,0,0,0,1,0,0
4,0,39,11,12,5,0,0,0,0,0,0,1,0,0,0,0,0
23,38,48,4,24,23,0,0,0,0,0,0,1,0,0,0,0,0
32,49,2,48,33,30,0,0,0,0,0,0,0,1,0,0,0,0
3,32,43,4,1,23,0,0,0,0,0,0,0,0,1,0,0,0
6,36,30,4,25,4,0,0,0,0,0,0,1,0,0,0,0,0
33,47,45,28,22,13,0,0,0,0,0,0,1,0,0,0,0,0
40,12,48,43,31,49,0,0,0,0,0,0,0,0,0,1,0,0
3,23,21,10,2,24,0,0,0,0,0,0,0,0,1,0,0,0
28,33,5,1,22,30,0,0,0,0,0,0,0,0,0,0,1,0
34,40,31,0,35,46,0,0,0,0,0,0,0,0,0,0,1,0
12,44,34,41,20,4,0,0,0,0,0,0,1,0,0,0,0,0
6,8,37,31,12,47,0,0,0,0,0,0,0,0,0,0,0,1
26,29,36,37,15,14,0,0,0,0,0,0,1,0,0,0,0,0
45,11,2,17,17,6,0,0,0,0,0,0,0,0,0,0,1,0
22,3,22,44,46,44,0,0,0,0,0,0,0,0,0,1,0,0
47,9,5,28,32,1,0,0,0,0,0,0,0,0,0,1,0,0
28,1,8,0,30,20,0,0,0,0,0,0,0,0,0,1,0,0
34,40,8,7,47,28,0,0,0,0,0,0,0,0,0,0,1,0
28,22,30,2,27,2,0,0,0,0,0,0,1,0,0,0,0,0
28,12,14,3,30,4,0,0,0,0,0,0,0,0,0,0,1,0
12,22,49,20,47,29,0,0,0,0,0,0,0,0,0,1,0,0
34,47,45,27,22,5,0,0,0,0,0,0,1,0,0,0,0,0
11,8,13,39,0,16,0,0,0,0,0,0,0,0,0,0,0,1
43,1,27,11,47,26,0,0,0,0,0,0,0,0,0,1,0,0
9,39,35,11,4,19,0,0,0,0,0,0,0,0,1,0,0,0
17,33,26,19,49,31,0,0,0,0,0,0,0,0,0,1,0,0
28,27,4,19,35,43,0,0,0,0,0,0,0,1,0,0,0,0
32,37,41,11,34,11,0,0,0,0,0,0,1,0,0,0,0,0
42,39,29,5,22,48,0,0,0,0,0,0,0,0,0,0,1,0
12,44,15,30,47,26,0,0,0,0,0,0,0,0,0,0,0,1
14,10,3,32,48,22,0,0,0,0,0,0,0,0,0,1,0,0
15,40,1,47,3,21,0,0,0,0,0,0,0,0,1,0,0,0
48,46,12,11,31,9,0,0,0,0,0,0,0,0,0,0,1,0
16,36,40,11,9,45,0,0,0,0,0,0,0,0,1,0,0,0
24,0,31,3,26,12,0,0,0,0,0,0,0,0,0,1,0,0
2,27,22,33,7,11,0,0,0,0,0,0,0,0,0,0,0,1
48,33,1,43,38,11,0,0,0,0,0,0,0,1,0,0,0,0
25,13,4,16,40,8,0,0,0,0,0,0,0,0,0,1,0,0
27,2,8,9,27,0,0,0,0,0,0,0,0,0,0,1,0,0
