px,py,pz,alvox,alvoy,alvoz,choque0_x,choque0_y,choque0_z,choque1_x,choque1_y,choque1_z,choque2_x,choque2_y,choque2_z,choque3_x,choque3_y,choque3_z,choque4_x,choque4_y,choque4_z,choque5_x,choque5_y,choque5_z,acao0,acao1,acao2,acao3,acao4,acao5
28,5,8,34,45,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,23,44,49,9,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36,1,8,42,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,46,6,5,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46,38,44,37,43,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,38,44,0,1,0,0,0,0
2,34,9,10,8,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,14,33,3,13,20,6,14,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48,8,48,27,40,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,8,48,0,0,1,0,0,0
21,48,22,34,46,49,0,0,0,21,48,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15,30,41,17,45,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,12,16,11,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,3,25,25,24,3,0,0,0,2,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45,49,27,12,42,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,47,11,42,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43,36,18,45,38,0,0,0,0,0,0,0,0,0,0,0,0,0,44,36,18,0,0,0,0,1,0,0,0,0
20,38,34,34,33,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,35,31,40,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,17,40,23,36,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,23,45,1,19,3,9,23,46,0,0,0,0,0,0,0,0,0,0,0,0,10,23,45,0,1,0,0,0,0
10,33,23,6,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47,7,9,14,48,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40,31,46,18,46,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,5,16,44,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,44,40,49,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,44,40,0,0,0,1,0,0
3,44,25,43,21,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48,42,31,37,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,37,41,33,35,26,0,0,0,0,0,0,1,38,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,44,12,37,31,7,0,0,0,23,44,11,0,0,0,23,45,12,0,0,0,0,0,0,0,0,0,0,1,0
16,38,37,38,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19,10,28,33,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,25,28,40,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
44,40,15,3,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,13,4,34,46,31,0,0,0,0,0,0,0,0,0,36,12,4,0,0,0,0,0,0,0,0,1,0,0,0
6,1,8,43,6,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,13,15,48,30,24,0,0,0,0,0,0,16,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,35,47,29,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
43,0,18,39,29,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,46,34,48,27,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23,45,20,42,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,45,20,0,0,0,1,0,0
33,12,14,34,39,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24,41,11,19,10,48,0,0,0,0,0,0,24,42,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,49,19,44,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48,19,5,46,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,47,14,15,35,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39,5,42,3,43,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,13,27,35,45,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,13,28,38,31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,28,0,0,0,0,1,0
37,25,39,19,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,15,46,21,7,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32,12,42,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,5,24,37,22,15,0,0,0,0,0,0,0,0,0,0,0,0,28,5,24,0,0,0,0,0,1,0,0,0
8,17,31,11,12,34,0,0,0,0,0,0,0,0,0,0,0,0,9,17,31,0,0,0,0,0,0,1,0,0
47,45,9,8,44,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,46,40,10,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28,13,37,37,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,10,35,21,43,5,0,0,0,25,10,34,0,0,0,0,0,0,25,9,35,0,0,0,0,0,1,0,0,0
40,23,35,23,29,42,0,0,0,0,0,0,40,24,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,16,42,43,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36,14,32,11,12,5,0,0,0,0,0,0,0,0,0,36,13,32,0,0,0,0,0,0,0,1,0,0,0,0
1,24,28,12,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,45,24,49,36,34,0,0,0,24,45,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46,36,15,20,14,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,29,37,33,43,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,29,37,0,1,0,0,0,0
16,49,29,2,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,21,33,22,21,31,0,0,0,35,21,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,42,47,36,19,8,0,0,0,41,42,46,0,0,0,0,0,0,41,41,47,0,0,0,0,1,0,0,0,0
20,47,39,9,42,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,41,19,10,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,27,38,18,9,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,5,32,2,22,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,31,44,7,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37,33,28,34,48,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,45,4,23,43,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,35,28,20,31,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,10,41,36,25,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,41,0,0,0,0,1,0
11,13,11,32,7,46,0,0,0,0,0,0,0,0,0,0,0,0,12,13,11,0,0,0,1,0,0,0,0,0
47,17,12,34,20,41,47,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,49,38,40,36,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42,12,3,18,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39,20,3,29,20,13,0,0,0,0,0,0,39,21,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47,35,23,49,22,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,37,33,47,13,14,3,37,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19,3,44,11,12,49,19,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,15,8,30,43,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,46,26,3,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,39,27,7,42,17,0,0,0,0,0,0,26,40,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,5,9,49,37,21,0,0,0,0,0,0,17,6,9,0,0,0,17,4,9,0,0,0,0,0,1,0,0,0
38,15,36,31,41,13,0,0,0,0,0,0,38,16,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45,3,42,23,7,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,27,21,21,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,38,3,19,28,23,0,0,0,0,0,0,0,0,0,3,37,3,0,0,0,0,0,0,1,0,0,0,0,0
0,41,17,47,20,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,40,14,28,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,0,17,14,40,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,8,29,39,18,18,0,0,0,0,0,0,23,9,29,0,0,0,0,0,0,24,8,29,0,0,0,0,1,0
45,13,39,26,3,6,45,13,40,0,0,0,0,0,0,0,0,0,0,0,0,46,13,39,0,1,0,0,0,0
13,30,22,3,17,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,23,27,7,32,36,0,0,0,0,0,0,0,0,0,22,22,27,0,0,0,0,0,0,0,0,0,0,0,1
0,2,7,36,29,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,10,47,14,44,43,0,0,0,0,0,0,0,0,0,7,9,47,0,0,0,0,0,0,0,0,1,0,0,0
8,29,43,14,47,35,8,29,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,41,26,40,23,4,0,0,0,0,0,0,0,0,0,0,0,0,3,41,26,0,0,0,0,0,0,0,1,0
31,9,22,5,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,43,8,28,30,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,48,11,1,45,22,0,0,0,34,48,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,6,45,49,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,21,14,29,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,3,1,7,39,29,0,0,0,0,0,0,0,0,0,0,0,0,28,3,1,0,0,0,0,0,1,0,0,0
28,30,34,42,49,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,44,1,15,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,12,48,41,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32,44,45,39,13,16,0,0,0,32,44,44,0,0,0,32,45,45,0,0,0,0,0,0,0,0,0,1,0,0
11,46,3,41,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47,27,27,7,48,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,21,31,34,14,10,0,0,0,0,0,0,0,0,0,0,0,0,34,21,31,0,0,0,0,1,0,0,0,0
16,19,2,25,48,42,0,0,0,0,0,0,0,0,0,0,0,0,17,19,2,0,0,0,1,0,0,0,0,0
24,47,37,30,0,47,0,0,0,0,0,0,24,48,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33,2,47,24,42,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46,13,29,35,48,15,0,0,0,46,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,38,38,44,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,16,44,42,35,15,32,16,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45,42,23,22,38,39,0,0,0,45,42,22,0,0,0,45,43,23,0,0,0,0,0,0,0,0,0,0,0,1
6,34,45,35,16,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,47,47,46,34,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36,19,36,27,2,32,36,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,31,42,39,6,0,0,0,0,0,0,0,0,0,1,1,31,0,0,0,0,0,0,0,0,0,0,1,0
45,12,17,40,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,17,0,45,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,17,0,1,0,0,0,0,0
5,41,24,11,12,32,0,0,0,0,0,0,0,0,0,5,40,24,0,0,0,0,0,0,0,0,0,1,0,0
1,16,14,41,14,33,0,0,0,0,0,0,1,17,14,0,0,0,1,15,14,0,0,0,0,0,0,0,1,0
38,35,16,21,40,27,38,35,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,16,48,32,2,6,0,0,0,0,0,0,7,17,48,0,0,0,7,15,48,0,0,0,0,1,0,0,0,0
41,46,46,27,45,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18,19,19,29,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,11,19,43,37,43,0,0,0,0,0,0,27,12,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46,4,18,40,8,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,18,1,0,0,0,0,0
42,2,10,5,18,8,42,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,43,5,23,33,30,0,0,0,0,0,0,19,44,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,39,24,24,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,40,25,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45,38,45,40,24,6,0,0,0,45,38,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18,3,22,43,25,26,18,3,23,0,0,0,0,0,0,0,0,0,18,2,22,0,0,0,0,0,0,0,1,0
32,10,21,49,35,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47,45,45,12,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12,39,8,17,29,4,12,39,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46,29,7,44,19,26,46,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48,28,38,42,44,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,28,38,0,0,1,0,0,0
21,31,34,46,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,23,16,44,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,29,29,2,35,21,6,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,12,48,19,26,13,13,12,49,0,0,0,13,12,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28,42,1,18,6,49,0,0,0,28,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42,12,16,28,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,43,15,17,18,27,0,0,0,0,0,0,0,0,0,0,0,0,46,43,15,0,0,0,0,0,0,0,0,1
0,46,41,24,39,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
44,3,47,35,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,40,11,33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17,15,21,14,40,34,17,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,13,2,1,17,33,0,0,0,6,13,1,0,0,0,0,0,0,6,12,2,0,0,0,1,0,0,0,0,0
39,11,16,40,23,0,0,0,0,0,0,0,0,0,0,0,0,0,40,11,16,0,0,0,0,1,0,0,0,0
11,27,33,44,30,0,0,0,0,0,0,0,11,28,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,9,15,12,11,1,4,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,3,20,7,6,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,17,38,22,28,23,0,0,0,36,17,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38,2,42,45,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,35,31,14,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,32,29,17,44,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,3,42,18,23,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,42,0,0,1,0,0,0
20,23,48,13,0,2,0,0,0,20,23,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,25,18,47,48,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49,49,0,9,25,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,9,0,2,31,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13,7,25,7,45,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36,26,10,19,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,7,10,0,41,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,44,2,29,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,48,41,41,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45,17,11,19,24,18,0,0,0,0,0,0,0,0,0,45,16,11,0,0,0,0,0,0,0,0,0,0,0,1
22,18,49,0,40,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,21,9,28,29,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,21,42,39,29,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,21,42,0,1,0,0,0,0
14,7,0,20,49,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,1,0,0,0
32,43,17,36,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,6,8,26,24,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,36,42,44,24,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22,35,7,9,21,0,0,0,0,0,0,0,0,0,0,22,34,7,0,0,0,23,35,7,0,0,0,1,0,0
34,42,19,31,46,43,0,0,0,0,0,0,0,0,0,0,0,0,35,42,19,0,0,0,1,0,0,0,0,0
15,33,2,35,46,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,25,43,44,28,13,13,25,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12,17,28,19,1,23,0,0,0,0,0,0,0,0,0,0,0,0,13,17,28,0,0,0,0,0,0,1,0,0
4,44,45,2,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,31,42,35,33,38,0,0,0,30,31,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,35,34,20,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,47,17,45,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,47,17,0,0,0,1,0,0
22,43,19,7,47,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,15,6,46,6,49,0,0,0,0,0,0,0,0,0,14,14,6,0,0,0,0,0,0,1,0,0,0,0,0
17,27,11,34,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,17,46,34,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31,4,8,39,33,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20,40,21,19,37,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13,35,26,3,6,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,31,49,37,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,14,33,40,41,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,14,2,1,39,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13,34,41,49,22,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,4,45,20,21,27,0,0,0,0,0,0,18,5,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,20,6,24,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33,8,19,13,11,44,0,0,0,0,0,0,0,0,0,33,7,19,0,0,0,0,0,0,1,0,0,0,0,0
26,43,13,30,1,18,0,0,0,0,0,0,0,0,0,26,42,13,0,0,0,0,0,0,0,0,0,1,0,0
30,28,38,40,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47,9,27,43,43,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11,19,26,28,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,28,31,21,7,39,0,0,0,0,0,0,0,0,0,0,0,0,5,28,31,0,0,0,0,0,0,1,0,0
20,26,4,22,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18,40,27,14,41,49,0,0,0,0,0,0,0,0,0,18,39,27,0,0,0,0,0,0,1,0,0,0,0,0
21,47,44,26,35,21,0,0,0,0,0,0,21,48,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41,5,42,11,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,43,27,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48,10,49,30,41,7,0,0,0,0,0,0,0,0,0,0,0,0,49,10,49,0,0,0,0,1,0,0,0,0
41,9,7,27,36,35,41,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,20,37,32,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,1,32,24,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,32,0,0,1,0,0,0
11,10,11,22,32,22,0,0,0,0,0,0,0,0,0,11,9,11,0,0,0,0,0,0,0,0,1,0,0,0
2,17,6,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46,38,27,29,43,49,0,0,0,0,0,0,46,39,27,0,0,0,46,37,27,0,0,0,1,0,0,0,0,0
37,33,46,36,20,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46,46,33,16,42,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,19,43,37,15,42,0,0,0,0,0,0,3,20,43,0,0,0,3,18,43,0,0,0,0,0,0,0,1,0
22,43,37,16,27,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46,23,25,43,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
